ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Jersey Number,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
182224,Wang Dalei,32,https://cdn.sofifa.com/players/182/224/22_60.png,China PR,https://cdn.sofifa.com/flags/cn.png,71,71,Shandong Taishan,https://cdn.sofifa.com/teams/111724/30.png,€925K,€9K,1320,Right,1,3,1,Medium/ Medium,Normal (185+),No,23,2023,185cm,75kg,10,16,20,30,4,24,23,18,57,22,63,56,52,70,63,53,71,45,56,12,35,14,14,70,22,62,12,12,70,69,70,68,72,GK,71,€1.4M,27
216437,Wallace,26,https://cdn.sofifa.com/players/216/437/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,71,73,Yeni Malatyaspor,https://cdn.sofifa.com/teams/113259/30.png,€2M,€9K,1506,Right,2,2,2,Medium/ Medium,Normal (185+),No,13,2022,191cm,85kg,34,21,72,59,36,45,33,29,50,52,63,66,46,70,37,40,74,51,85,26,76,71,25,31,45,68,70,69,15,11,11,10,11,CB,73,€4.1M,72
231414,Waldo,25,https://cdn.sofifa.com/players/231/414/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,72,73,KSV Cercle Brugge,https://cdn.sofifa.com/teams/1750/30.png,€2.8M,€9K,1866,Right,1,4,4,High/ Medium,Stocky (170-185),No,7,2022,181cm,80kg,68,64,64,65,71,79,70,60,55,70,85,90,81,72,80,83,76,68,67,74,60,40,68,61,70,70,30,26,10,6,7,7,8,LM,72,nan,31
222844,Walace,26,https://cdn.sofifa.com/players/222/844/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,75,Udinese Calcio,https://cdn.sofifa.com/teams/55/30.png,€3.4M,€13K,1901,Right,1,3,3,Medium/ High,Normal (185+),Yes,11,2024,188cm,75kg,48,58,60,80,68,69,55,52,73,73,66,64,60,70,66,78,55,66,74,73,79,73,56,70,60,72,68,62,10,13,7,14,11,CDM,74,€6.4M,70
230335,Wagner Orsinho,21,https://cdn.sofifa.com/players/230/335/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,71,71,Fluminense,https://cdn.sofifa.com/teams/567/30.png,€2M,€10K,1866,Left,1,3,2,High/ Medium,Lean (170-185),No,13,2024,176cm,69kg,73,52,59,73,54,61,62,48,71,64,78,76,65,71,76,59,70,67,54,62,61,64,60,59,74,70,72,67,10,7,8,7,12,LB,71,€3.8M,70
230331,Wagner Laranjo,37,https://cdn.sofifa.com/players/230/331/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,77,Palmeiras,https://cdn.sofifa.com/teams/383/30.png,€2.1M,€25K,2047,Right,1,3,2,Medium/ Medium,Normal (170-185),No,25,2024,177cm,77kg,61,69,74,82,48,70,66,70,79,82,69,66,63,71,71,81,55,82,78,80,70,73,60,77,75,79,73,70,13,5,13,14,11,CDM,77,€4M,76
212591,W. Zimmerman,28,https://cdn.sofifa.com/players/212/591/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,74,76,Nashville SC,https://cdn.sofifa.com/teams/114162/30.png,€4.2M,€8K,1715,Right,1,3,2,Medium/ Medium,Normal (185+),No,25,2021,191cm,89kg,39,52,78,69,49,48,33,38,66,64,44,58,42,71,51,57,82,78,87,40,83,72,48,44,56,70,72,68,13,14,8,10,9,CB,76,€6.6M,72
198717,W. Zaha,28,https://cdn.sofifa.com/players/198/717/22_60.png,Côte d'Ivoire,https://cdn.sofifa.com/flags/ci.png,82,82,Crystal Palace,https://cdn.sofifa.com/teams/1799/30.png,€31M,€85K,1970,Right,2,3,5,High/ Medium,Unique,Yes,11,2023,180cm,66kg,76,78,47,76,67,91,64,51,65,86,88,90,87,76,79,82,58,75,77,72,72,32,76,76,72,80,34,32,15,10,15,11,10,CF,82,€58.9M,30
223689,W. Weghorst,28,https://cdn.sofifa.com/players/223/689/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,83,83,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/30.png,€37M,€95K,1919,Right,2,3,2,High/ High,Normal (185+),No,9,2023,197cm,84kg,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,67,30,11,9,14,16,12,ST,83,€62.9M,44
208769,W. Vaulks,27,https://cdn.sofifa.com/players/208/769/22_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,71,71,Cardiff City,https://cdn.sofifa.com/teams/1961/30.png,€1.8M,€20K,1907,Right,1,3,2,Medium/ High,Lean (170-185),No,6,2022,180cm,75kg,64,56,70,65,60,63,42,56,70,67,56,55,64,70,65,76,77,82,75,76,77,69,56,68,55,67,71,67,15,15,16,9,13,CDM,71,€3.4M,67
213414,W. Troost-Ekong,27,https://cdn.sofifa.com/players/213/414/22_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,73,75,Watford,https://cdn.sofifa.com/teams/1795/30.png,€3.2M,€36K,1521,Right,1,3,2,Low/ Medium,Normal (185+),No,5,2025,191cm,88kg,37,23,76,55,26,37,25,26,52,50,54,67,32,67,55,53,69,66,84,33,76,75,30,41,40,69,76,73,6,15,10,9,7,CB,75,€6.3M,76
212424,W. Trapp,28,https://cdn.sofifa.com/players/212/424/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,70,71,Minnesota United FC,https://cdn.sofifa.com/teams/111138/30.png,€1.5M,€5K,1819,Right,1,2,3,Medium/ High,Normal (170-185),No,20,2021,173cm,69kg,56,43,54,74,53,66,68,65,74,71,52,54,66,71,70,72,61,78,64,59,65,64,54,69,53,70,69,67,8,11,9,6,10,CDM,70,€2.4M,63
214169,W. Tesillo,31,https://cdn.sofifa.com/players/214/169/22_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,75,75,Club León,https://cdn.sofifa.com/teams/110781/30.png,€3.8M,€21K,1666,Left,1,3,2,Medium/ High,Normal (170-185),No,6,2022,184cm,78kg,72,30,72,74,31,68,30,32,68,70,61,66,59,74,62,27,53,73,76,26,69,82,40,37,30,67,80,79,14,13,6,9,11,CB,75,€6.5M,72
243642,W. Tchimbembé,23,https://cdn.sofifa.com/players/243/642/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,67,75,FC Metz,https://cdn.sofifa.com/teams/68/30.png,€2.3M,€6K,1762,Left,1,2,3,High/ Medium,Normal (170-185),No,12,2024,180cm,74kg,60,64,38,72,58,68,53,28,68,69,79,86,75,62,59,67,36,68,60,64,51,62,61,64,52,60,67,67,12,12,12,13,6,CM,70,€5.1M,49
186153,W. Szczęsny,31,https://cdn.sofifa.com/players/186/153/22_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,87,87,Juventus,https://cdn.sofifa.com/teams/45/30.png,€42M,€105K,1317,Right,3,3,1,Medium/ Medium,Lean (185+),Yes,1,2024,195cm,90kg,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,13,12,86,82,73,87,88,GK,87,€69.3M,20
182270,W. Sandilands,37,https://cdn.sofifa.com/players/182/270/22_60.png,South Africa,https://cdn.sofifa.com/flags/za.png,71,71,Orlando Pirates,https://cdn.sofifa.com/teams/110930/30.png,€210K,€500,1181,Right,1,3,1,Medium/ Medium,Normal (170-185),No,30,2022,180cm,81kg,13,11,11,19,11,11,10,12,21,35,50,56,57,61,45,52,75,26,72,11,41,22,12,14,37,62,15,10,69,71,69,70,75,GK,71,€462K,17
243715,W. Saliba,20,https://cdn.sofifa.com/players/243/715/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,76,84,Olympique de Marseille,https://cdn.sofifa.com/teams/219/30.png,€15.5M,€43K,1756,Right,2,3,2,Medium/ High,Normal (185+),No,2,2022,192cm,85kg,48,25,69,73,34,66,55,35,70,72,68,74,51,72,58,57,77,73,82,23,74,77,43,61,47,75,80,73,7,10,6,8,11,CB,78,nan,77
212613,W. Saïd,26,https://cdn.sofifa.com/players/212/613/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,69,71,Racing Club de Lens,https://cdn.sofifa.com/teams/64/30.png,€1.7M,€14K,1733,Right,1,3,3,Medium/ Low,Normal (170-185),No,22,2026,173cm,71kg,64,70,62,71,68,71,59,38,65,71,74,75,80,67,85,70,63,61,60,66,44,23,69,63,60,67,25,23,11,9,12,12,14,ST,71,€3.5M,28
240138,W. Riveros,28,https://cdn.sofifa.com/players/240/138/22_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,70,72,Barcelona Sporting Club,https://cdn.sofifa.com/teams/110981/30.png,€1.6M,€700,1601,Right,1,3,2,Low/ High,Stocky (185+),No,3,2023,186cm,84kg,44,30,70,66,35,40,33,31,49,68,63,63,61,67,62,44,73,71,75,29,66,72,32,36,60,56,71,67,6,12,9,14,13,CB,72,€3.6M,69
224995,W. Pacheco,26,https://cdn.sofifa.com/players/224/995/22_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,70,73,Junior FC,https://cdn.sofifa.com/teams/101101/30.png,€1.9M,€2K,1753,Right,1,2,3,High/ Medium,Lean (170-185),No,15,2026,173cm,60kg,69,47,44,66,34,66,37,38,55,60,92,87,84,58,85,40,89,85,47,35,76,65,62,45,42,53,65,66,7,12,13,7,12,RWB,71,€2.8M,63
204638,W. Orban,28,https://cdn.sofifa.com/players/204/638/22_60.png,Hungary,https://cdn.sofifa.com/flags/hu.png,81,82,RB Leipzig,https://cdn.sofifa.com/teams/112172/30.png,€24.5M,€79K,1673,Right,2,3,2,Medium/ Medium,Normal (185+),Yes,4,2025,186cm,87kg,39,38,85,69,31,52,28,32,58,57,50,49,48,75,56,37,91,68,85,29,80,81,42,44,41,72,86,80,15,12,15,10,6,CB,82,€43.5M,84
226790,W. Ndidi,24,https://cdn.sofifa.com/players/226/790/22_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,85,88,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€66.5M,€120K,2113,Right,1,4,3,Medium/ High,Lean (170-185),Yes,25,2024,183cm,74kg,53,50,72,78,68,72,60,60,75,77,65,68,69,88,66,80,90,90,78,70,87,90,67,67,57,80,90,85,13,14,7,7,13,CB,86,€131.3M,87
214463,W. Morelo,34,https://cdn.sofifa.com/players/214/463/22_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,71,71,Club Atlético Colón,https://cdn.sofifa.com/teams/110406/30.png,€900K,€10K,1872,Right,1,3,3,High/ High,Stocky (170-185),No,19,2022,172cm,70kg,55,73,71,65,67,69,69,67,55,71,75,79,90,67,76,73,75,58,69,65,55,49,73,67,77,77,37,33,10,14,9,11,11,ST,71,€1.4M,37
224461,W. Montoya,27,https://cdn.sofifa.com/players/224/461/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,73,73,Cruz Azul,https://cdn.sofifa.com/teams/1878/30.png,€3.2M,€44K,1869,Right,1,3,3,Medium/ Medium,Normal (170-185),No,32,2021,173cm,72kg,66,54,46,71,48,78,65,60,68,69,80,78,76,70,76,62,63,75,71,77,53,48,72,74,51,66,55,50,9,10,12,15,13,RM,73,€5.4M,54
238744,W. McKennie,22,https://cdn.sofifa.com/players/238/744/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,77,82,Juventus,https://cdn.sofifa.com/teams/45/30.png,€16M,€57K,2157,Right,2,3,3,High/ High,Normal (170-185),Yes,14,2025,183cm,84kg,65,69,80,79,75,77,67,63,75,76,80,81,73,76,69,74,92,85,81,71,81,76,78,77,61,76,77,77,7,9,12,9,11,CB,80,€27.6M,74
194845,W. Khazri,30,https://cdn.sofifa.com/players/194/845/22_60.png,Tunisia,https://cdn.sofifa.com/flags/tn.png,76,76,AS Saint-Étienne,https://cdn.sofifa.com/teams/1819/30.png,€7.5M,€33K,1943,Right,2,4,4,High/ High,Stocky (170-185),Yes,10,2022,176cm,82kg,79,78,55,76,70,77,79,78,67,78,66,72,76,77,76,82,34,68,69,79,75,53,79,77,75,80,46,30,6,7,11,11,6,CF,77,€15M,31
158800,W. Janssen,34,https://cdn.sofifa.com/players/158/800/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,73,73,FC Utrecht,https://cdn.sofifa.com/teams/1903/30.png,€1M,€13K,1881,Right,1,4,2,Medium/ Medium,Normal (185+),No,14,2022,186cm,75kg,68,60,80,72,60,65,52,48,71,69,34,34,58,70,61,74,84,68,74,58,80,75,60,66,75,76,68,70,6,9,14,15,10,CB,73,€1.5M,73
206516,W. Hughes,26,https://cdn.sofifa.com/players/206/516/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,76,78,Crystal Palace,https://cdn.sofifa.com/teams/1799/30.png,€9M,€49K,1967,Left,1,3,4,Medium/ Medium,Lean (185+),Yes,12,2024,185cm,74kg,76,68,58,80,50,78,67,62,76,79,67,60,71,78,72,60,49,76,58,62,70,65,73,81,66,79,72,69,7,15,12,9,12,CAM,78,€17.8M,69
216774,W. Hoedt,27,https://cdn.sofifa.com/players/216/774/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,77,RSC Anderlecht,https://cdn.sofifa.com/teams/229/30.png,€6M,€20K,1781,Left,2,3,2,Medium/ Medium,Lean (185+),Yes,4,2025,188cm,77kg,64,30,76,69,55,60,31,56,77,64,48,64,34,70,60,72,77,66,82,59,78,74,29,68,37,69,76,76,15,10,13,8,11,CB,77,€9.5M,72
170084,W. Hennessey,34,https://cdn.sofifa.com/players/170/084/22_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,74,74,Burnley,https://cdn.sofifa.com/teams/1796/30.png,€725K,€22K,1171,Right,2,3,1,Medium/ Medium,Lean (185+),Yes,13,2023,198cm,90kg,11,12,14,29,10,8,12,11,41,23,40,41,48,66,51,58,41,29,68,10,21,22,14,58,17,55,18,13,76,74,77,74,71,GK,74,€1.4M,13
228225,W. Harding,24,https://cdn.sofifa.com/players/228/225/22_60.png,Jamaica,https://cdn.sofifa.com/flags/jm.png,68,71,Rotherham United,https://cdn.sofifa.com/teams/1797/30.png,€1.5M,€4K,1674,Right,1,3,2,Medium/ Medium,Normal (170-185),No,2,2023,181cm,79kg,58,33,64,63,28,59,29,41,56,63,72,78,54,65,57,55,85,83,79,41,65,66,39,40,42,55,67,65,12,13,11,15,10,CB,70,€2.7M,66
182859,W. Gargano,36,https://cdn.sofifa.com/players/182/859/22_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,73,73,Club Atlético Peñarol,https://cdn.sofifa.com/teams/101110/30.png,€600K,€700,1847,Right,1,3,2,High/ High,Stocky (170-),No,23,2021,168cm,65kg,40,42,44,76,48,55,52,59,73,73,72,62,75,60,80,70,81,72,65,52,80,72,60,67,59,75,76,78,9,5,11,6,6,CDM,73,€1.3M,67
248695,W. Fofana,20,https://cdn.sofifa.com/players/248/695/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,86,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€29M,€57K,1770,Right,1,3,2,Medium/ Medium,Lean (185+),No,3,2025,190cm,76kg,39,29,74,69,40,61,39,38,66,67,68,79,61,75,58,48,78,73,80,37,79,83,42,47,48,70,80,78,14,12,9,14,6,CB,80,€60.9M,79
228736,W. Faríñez,23,https://cdn.sofifa.com/players/228/736/22_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,73,77,Racing Club de Lens,https://cdn.sofifa.com/teams/64/30.png,€3.5M,€14K,1311,Right,1,3,1,Medium/ Medium,Normal (170-185),No,30,2024,180cm,77kg,18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,52,75,41,51,20,23,17,15,66,23,45,16,21,70,69,69,74,76,GK,73,€7.3M,25
235036,W. Faes,23,https://cdn.sofifa.com/players/235/036/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,73,80,Stade de Reims,https://cdn.sofifa.com/teams/379/30.png,€5.5M,€16K,1615,Right,1,3,2,Low/ Medium,Normal (185+),No,2,2024,187cm,82kg,32,31,73,70,24,53,41,35,70,65,62,50,42,69,58,60,70,70,79,27,74,72,39,42,42,69,75,74,12,10,8,7,7,CB,75,€12.1M,72
232487,W. Endo,28,https://cdn.sofifa.com/players/232/487/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,78,79,VfB Stuttgart,https://cdn.sofifa.com/teams/36/30.png,€13.5M,€29K,1959,Right,2,4,3,Medium/ High,Normal (170-185),No,3,2024,178cm,76kg,55,57,74,79,26,72,43,46,77,80,73,60,71,73,76,71,89,80,65,68,78,78,54,75,62,80,78,74,9,13,7,11,5,CDM,78,€25.3M,80
223566,W. Dammers,26,https://cdn.sofifa.com/players/223/566/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,68,71,FC Groningen,https://cdn.sofifa.com/teams/1915/30.png,€1.4M,€4K,1782,Right,1,4,2,Medium/ High,Normal (185+),No,4,2023,185cm,68kg,33,53,71,58,50,57,51,40,60,65,63,61,63,64,68,70,80,67,76,62,71,66,55,54,61,65,69,65,16,8,12,10,15,CB,70,€2.1M,68
212886,W. Cyprien,26,https://cdn.sofifa.com/players/212/886/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,73,74,FC Nantes,https://cdn.sofifa.com/teams/71/30.png,€3.6M,€25K,2089,Right,2,3,4,Medium/ Medium,Normal (170-185),No,8,2022,181cm,78kg,71,69,64,74,64,73,73,74,72,74,71,73,78,71,74,76,80,68,75,72,74,73,69,74,79,76,77,68,8,16,8,11,14,CAM,74,nan,72
224510,W. Bou,27,https://cdn.sofifa.com/players/224/510/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,75,Defensa y Justicia,https://cdn.sofifa.com/teams/111710/30.png,€6M,€17K,2001,Right,1,2,3,High/ Medium,Normal (170-185),No,7,2022,174cm,74kg,66,75,70,72,73,76,67,60,62,74,78,73,77,75,76,78,89,78,70,73,77,50,78,70,74,77,52,47,12,15,12,11,12,ST,75,€9M,29
202750,W. Boly,30,https://cdn.sofifa.com/players/202/750/22_60.png,Côte d'Ivoire,https://cdn.sofifa.com/flags/ci.png,79,79,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/30.png,€14.5M,€76K,1764,Right,1,4,2,Medium/ Medium,Normal (185+),Yes,15,2023,195cm,97kg,50,32,79,76,23,63,46,35,74,70,54,69,51,74,47,52,83,67,93,23,77,78,45,61,56,80,82,78,7,8,15,10,9,CB,79,€27.6M,77
215223,W. Benítez,28,https://cdn.sofifa.com/players/215/223/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,80,82,OGC Nice,https://cdn.sofifa.com/teams/72/30.png,€18M,€32K,1281,Right,2,2,1,Medium/ Medium,Normal (185+),No,40,2023,191cm,93kg,12,14,13,28,13,19,20,17,27,20,48,48,47,75,45,54,62,40,80,14,28,21,17,46,25,62,20,17,80,79,72,80,83,GK,80,€35.6M,17
199451,W. Ben Yedder,30,https://cdn.sofifa.com/players/199/451/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,84,84,AS Monaco,https://cdn.sofifa.com/teams/69/30.png,€41.5M,€88K,2108,Right,2,5,4,High/ Low,Unique,Yes,10,2024,170cm,68kg,74,88,74,82,84,87,82,76,66,87,83,81,91,86,91,84,78,75,69,74,62,44,90,80,85,85,33,26,6,13,9,7,7,CF,85,€78.9M,34
229476,W. Anton,24,https://cdn.sofifa.com/players/229/476/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,75,78,VfB Stuttgart,https://cdn.sofifa.com/teams/36/30.png,€7M,€20K,1781,Right,1,3,3,Medium/ Medium,Normal (185+),Yes,2,2024,189cm,84kg,42,42,74,70,38,63,37,39,67,67,55,75,62,67,57,58,74,76,82,45,76,73,52,52,48,69,78,74,11,12,12,13,13,CB,77,€13.1M,77
217082,W. Ángel,28,https://cdn.sofifa.com/players/217/082/22_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,70,72,Göztepe SK,https://cdn.sofifa.com/teams/101026/30.png,€1.6M,€8K,1467,Right,1,3,2,Medium/ High,Normal (185+),No,40,2022,188cm,84kg,34,21,70,56,24,38,32,25,50,55,53,55,39,68,42,42,70,62,87,37,77,68,27,34,36,63,70,71,12,9,10,10,12,CB,72,€3.3M,71
248550,Vivian,21,https://cdn.sofifa.com/players/248/550/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,71,80,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€3.9M,€11K,1669,Right,1,2,2,High/ Medium,Normal (170-185),No,12,2023,183cm,83kg,44,38,72,66,46,50,28,22,66,60,67,69,65,66,71,46,82,65,76,25,76,72,28,43,67,65,73,68,9,8,12,10,8,CB,73,€9M,71
226601,Vitor Hugo,30,https://cdn.sofifa.com/players/226/601/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,75,75,Trabzonspor,https://cdn.sofifa.com/teams/436/30.png,€4.6M,€23K,1565,Left,1,3,2,Medium/ High,Lean (185+),No,13,2024,187cm,80kg,32,26,82,45,33,39,33,34,40,49,64,63,38,74,48,49,86,72,80,22,80,76,27,33,49,76,79,78,14,7,14,9,13,CB,75,€9.2M,77
199715,Vitolo,31,https://cdn.sofifa.com/players/199/715/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,78,78,Getafe CF,https://cdn.sofifa.com/teams/1860/30.png,€11.5M,€50K,1965,Right,2,4,3,Medium/ Medium,Normal (185+),Yes,8,2022,185cm,79kg,75,77,65,76,75,80,78,62,77,78,73,78,71,78,60,77,69,73,76,75,61,25,78,77,74,74,21,23,11,16,8,14,16,LM,78,nan,68
230285,Vincente Dourado,25,https://cdn.sofifa.com/players/230/285/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,78,78,Flamengo,https://cdn.sofifa.com/teams/1043/30.png,€13.5M,€35K,1676,Right,1,3,2,Low/ High,Normal (185+),No,6,2024,190cm,88kg,65,21,78,71,26,51,27,32,72,69,54,62,51,74,51,45,72,71,93,26,80,77,37,59,34,66,81,75,8,10,8,13,10,CB,78,€24.3M,73
238794,Vinícius Jr.,20,https://cdn.sofifa.com/players/238/794/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,90,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,€46.5M,€120K,1919,Right,2,4,5,High/ Medium,Lean (170-185),Yes,20,2025,176cm,73kg,71,69,50,72,70,89,77,62,67,85,95,95,94,75,81,73,75,80,62,68,58,26,76,73,65,75,25,18,5,7,7,7,10,RM,82,€104.6M,32
244621,Vinícius,26,https://cdn.sofifa.com/players/244/621/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,80,PSV,https://cdn.sofifa.com/teams/247/30.png,€14M,€16K,1842,Left,1,3,3,High/ Medium,Normal (185+),Yes,9,2023,190cm,83kg,51,81,70,71,75,76,65,36,47,78,66,75,67,77,44,84,52,76,87,68,84,41,79,65,71,83,33,25,15,13,13,7,6,ST,79,nan,44
193794,Villalibre,23,https://cdn.sofifa.com/players/193/794/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,73,80,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€6M,€20K,1806,Left,1,3,3,High/ Medium,Stocky (170-185),No,20,2023,184cm,87kg,46,74,74,68,70,65,60,36,45,73,73,76,72,64,64,81,79,72,91,57,67,31,71,52,73,74,32,30,13,15,15,12,14,ST,75,€13.8M,41
221923,Vigaray,26,https://cdn.sofifa.com/players/221/923/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,73,74,Real Zaragoza,https://cdn.sofifa.com/teams/244/30.png,€3.3M,€9K,1822,Right,1,3,2,High/ Medium,Lean (170-185),Yes,2,2023,182cm,80kg,69,53,65,67,40,67,58,45,52,68,73,73,72,66,67,48,68,85,79,39,69,70,70,52,45,62,74,70,7,13,6,9,15,RB,73,€5.5M,68
230379,Vieirundinho,33,https://cdn.sofifa.com/players/230/379/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,77,Santos,https://cdn.sofifa.com/teams/1053/30.png,€5M,€26K,1667,Right,1,2,2,Medium/ Medium,Normal (185+),No,12,2024,189cm,84kg,42,29,77,69,28,48,36,30,69,67,62,57,61,69,37,65,58,79,84,41,82,76,26,32,47,68,80,78,13,16,11,6,9,CB,77,€9.5M,83
177553,Vieirinha,35,https://cdn.sofifa.com/players/177/553/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,73,73,PAOK,https://cdn.sofifa.com/teams/393/30.png,€925K,€750,2048,Right,2,4,4,High/ Medium,Stocky (170-185),No,20,2022,172cm,73kg,75,71,55,73,75,72,76,73,70,76,67,66,75,69,77,77,69,58,54,83,72,71,73,74,72,72,72,71,15,10,12,11,13,RB,73,€2M,71
230320,Victorino Magela,21,https://cdn.sofifa.com/players/230/320/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,74,Bahia,https://cdn.sofifa.com/teams/1598/30.png,€3.7M,€6K,1154,Right,1,2,1,Medium/ Medium,Normal (185+),No,22,2024,188cm,85kg,9,9,9,16,9,8,8,19,15,21,41,42,32,68,45,55,61,31,81,8,41,25,20,70,16,62,8,9,71,72,73,75,76,GK,74,€7M,11
189506,Victor Sánchez,32,https://cdn.sofifa.com/players/189/506/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,74,74,Western United FC,https://cdn.sofifa.com/teams/114023/30.png,€3.3M,€4K,1984,Right,1,3,3,Low/ High,Normal (170-185),Yes,4,2022,174cm,72kg,74,59,67,79,56,67,68,69,76,73,54,52,71,78,76,71,81,62,64,68,83,72,65,81,61,78,75,71,7,6,10,14,10,CM,74,€3.3M,64
230371,Victildinho,25,https://cdn.sofifa.com/players/230/371/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,77,Palmeiras,https://cdn.sofifa.com/teams/383/30.png,€10.5M,€33K,1947,Right,1,3,3,Medium/ Medium,Normal (170-185),No,35,2024,178cm,75kg,72,52,68,73,55,71,61,62,71,77,76,81,72,74,69,54,55,78,56,53,64,73,61,71,63,72,74,73,8,16,9,10,15,RB,77,€20M,80
146947,Vesga,28,https://cdn.sofifa.com/players/146/947/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,75,75,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€5.5M,€25K,1834,Left,1,3,3,Medium/ High,Lean (185+),Yes,6,2024,191cm,84kg,56,60,70,78,40,64,60,28,77,76,39,51,44,79,36,77,61,77,83,63,58,78,62,77,57,66,81,72,12,11,16,6,13,CDM,76,€11.6M,72
178614,Varela,33,https://cdn.sofifa.com/players/178/614/22_60.png,Cape Verde Islands,https://cdn.sofifa.com/flags/cv.png,72,72,PAOK,https://cdn.sofifa.com/teams/393/30.png,€1.1M,€950,1748,Right,1,3,2,Low/ High,Normal (170-185),No,5,2022,183cm,83kg,59,43,74,56,38,55,51,47,51,61,65,62,58,68,72,45,80,72,87,42,78,70,44,52,54,68,69,71,6,9,13,12,13,CB,72,€2.4M,71
